      21 text files.
classified 21 files      21 unique files.                              
       4 files ignored.

language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.06 s (304.4 files/s, 50113.2 lines/s)"
C++,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp,62,168,328
C++,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.cpp,56,62,224
C++,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.cpp,55,153,157
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h,29,28,141
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/chuck_handler/WiiChuck.h,45,62,121
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/debug/debug.h,28,66,115
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.h,32,22,73
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/chuck_handler/chuck_handler.h,18,14,65
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h,16,50,60
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/FuzzyRegulator.h,17,32,54
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.h,15,30,50
C++,/home/quique/Documentos/RHA/SW/lib/robot_rha/robot_rha.cpp,7,27,41
C++,/home/quique/Documentos/RHA/SW/src/main.cpp,25,95,39
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/pid_regulator.h,15,30,35
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/robot_rha/robot_rha.h,9,8,26
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h,12,11,26
C++,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp,7,34,23
C++,/home/quique/Documentos/RHA/SW/lib/debug/debug.cpp,3,26,16
