      14 text files.
classified 14 files      14 unique files.                              
       2 files ignored.

language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.04 s (273.5 files/s, 46570.5 lines/s)"
C++,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp,54,76,298
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.h,38,34,163
C++,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.cpp,32,41,162
C++,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.cpp,53,99,133
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h,26,28,125
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/debug/debug.h,26,62,107
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h,23,7,86
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.h,31,15,62
C++,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp,10,36,43
C++,/home/quique/Documentos/RHA/SW/src/main.cpp,18,17,41
C++,/home/quique/Documentos/RHA/SW/lib/debug/debug.cpp,3,11,31
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h,13,11,28
