      15 text files.
classified 15 files      15 unique files.                              
       3 files ignored.

language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.05 s (226.8 files/s, 41991.0 lines/s)"
C++,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp,53,160,299
C++,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.cpp,56,62,224
C++,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.cpp,55,152,158
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h,28,28,139
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/debug/debug.h,28,64,106
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h,24,73,88
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.h,30,15,61
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.h,16,30,48
C++,/home/quique/Documentos/RHA/SW/lib/debug/debug.cpp,3,11,31
C++,/home/quique/Documentos/RHA/SW/src/main.cpp,15,41,27
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h,12,11,22
C++,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp,7,26,19
